"course.num","gpa.diff","residency","rural","sat.act.std","hrs.att.diff","prior.online.exp","hs.gpa.wgh","fa19.enroll.status","gender","survey.respondent","fin.aid.sp20","safe.living.place","fin.situation","tech.need","internet.access","study.envir","perform.percept","instructor.supp","live.on.campus.sp20","infected.by.covid","died.from.covid","covid.news.time"
132,0.15,"In-State","Non-Rural",1.56812907734595,2,"No",5.026,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",3,"Yes","None","None","30 minutes – 1 hour"
131,-0.7912,"In-State","Rural",-0.51139256784895,0,"No",3.9355,"New Student","Female","Yes","Yes",4,"My financial situation improved","Had all needed tech","No","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s),Close friend(s)","None","Less than 30 minutes"
131,-0.4414,"Out-of-State","Non-Rural",-0.0657807867357572,2,"No",3.661,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Prefer not to say","None","30 minutes – 1 hour"
132,-0.4147,"Out-of-State","Non-Rural",1.12251729623276,-2,"No",3.912,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",3,"Yes","Close friend(s)","None","30 minutes – 1 hour"
103,0.5158,"In-State","Rural",-1.47688476026087,2,"No",3.4861,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",4,"No","None","None","Less than 30 minutes"
131,0.6,"In-State","Non-Rural",-1.47688476026087,-3,"No",3.2353,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",4,"No","None","None","Less than 30 minutes"
132,-0.1533,"In-State","Non-Rural",0.676905515119564,3,"No",3.9333,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","No","My study environment became worse","My performance worsened overall",4,"Yes","None","None","Less than 30 minutes"
103,-0.1142,"In-State","Non-Rural",-0.585661198034482,4,"No",3.0781,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became better","My performance worsened overall",2,"Yes","Prefer not to say","Prefer not to say","1 – 2 hours"
132,0.00150000000000006,"In-State","Non-Rural",2.6078898999434,0,"No",4.2414,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",5,"Yes","None","None","Less than 30 minutes"
104,0,"In-State","Rural",1.24392750731615,-2,"No",4.3281,"New Student","Female","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Family member(s),Close friend(s)","None","30 minutes – 1 hour"
132,0.3867,"In-State","Non-Rural",1.34532318678935,-3,"No",3.9677,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance improved overall",4,"Yes","None","None","30 minutes – 1 hour"
132,0,"Out-of-State","Non-Rural",1.41959181697488,3,"No",4.8448,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","None","None","More than 3 hours"
131,-0.2066,"Out-of-State","Non-Rural",-0.51139256784895,1,"No",3.386,"New Student","Male","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Family member(s)","Family member(s)","2 – 3 hours"
224,-0.9375,"Out-of-State","Rural",-1.17981023951874,-1,"No",3.9342,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance improved overall",5,"No","None","None","Less than 30 minutes"
132,-0.0614000000000003,"In-State","Non-Rural",1.41959181697488,3,"No",3.993,"New Student","Male","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","30 minutes – 1 hour"
341,-1.2138,"In-State","Non-Rural",0.379830994377435,-3,"Yes",4.4857,"New Student","Female","Yes","Yes",3,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",1,"Yes","Family member(s),Close friend(s)","Close friend(s)","2 – 3 hours"
104,-0.94,"Out-of-State","Non-Rural",-0.362855307477886,2,"No",3.649,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",4,"Yes","Close friend(s)","None","1 – 2 hours"
131,-0.4615,"In-State","Rural",1.24392750731615,3,"No",3.4516,"New Student","Male","Yes","Yes",4,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s),Close friend(s)","Prefer not to say","30 minutes – 1 hour"
341,0.4,"Out-of-State","Non-Rural",0.528368254748499,1,"No",3.89,"New Student","Male","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","1 – 2 hours"
131,0.1275,"In-State","Non-Rural",0.528368254748499,0,"No",3.2656,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Close friend(s)","None","2 – 3 hours"
131,-1.7946,"In-State","Rural",0.00848784344977485,-4,"No",3.9079,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","None","30 minutes – 1 hour"
132,-0.0299999999999998,"In-State","Non-Rural",2.83069579049999,3,"No",4.46,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance improved overall",5,"Yes","None","None","30 minutes – 1 hour"
131,0.16,"In-State","Rural",-0.467545166542966,-2,"No",3.94,"New Student","Male","Yes","Yes",4,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"No","Family member(s)","Family member(s)","2 – 3 hours"
103,-1.4823,"In-State","Rural",-1.5511533904464,-2,"No",3.2414,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","No","My study environment didn’t change","My performance worsened overall",3,"Yes","None","None","More than 3 hours"
231,0.4843,"In-State","Non-Rural",0.0827564736353069,3,"No",3.8594,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance improved overall",4,"Yes","Prefer not to say","Prefer not to say","30 minutes – 1 hour"
131,0.2,"In-State","Non-Rural",0.157025103820839,-1,"No",3.7727,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance improved overall",3,"Yes","Family member(s),Close friend(s)","None","Less than 30 minutes"
132,-0.5369,"In-State","Non-Rural",1.86520359808808,6,"No",4.1034,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s)","Family member(s)","Less than 30 minutes"
131,-0.0225,"In-State","Non-Rural",-0.288586677292353,-2,"No",3.629,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",4,"Yes","Family member(s)","Family member(s)","30 minutes – 1 hour"
131,-0.2471,"In-State","Non-Rural",-0.223049070277378,4,"No",3.5968,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance improved overall",4,"Yes","None","None","1 – 2 hours"
131,0.3767,"Out-of-State","Non-Rural",0.751174145305096,-3,"No",3.3,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",2,"Yes","None","None","30 minutes – 1 hour"
131,0.7975,"In-State","Rural",-0.214318047106821,2,"No",3.8393,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s)","None","1 – 2 hours"
131,-0.3229,"In-State","Non-Rural",0.676905515119564,-1,"No",4.2424,"New Student","Female","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance improved overall",2,"Yes","None","None","30 minutes – 1 hour"
110,1.3,"In-State","Non-Rural",0.265943122253797,0,"No",3.629,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","Family member(s)","30 minutes – 1 hour"
224,0.7643,"Out-of-State","Non-Rural",1.41959181697488,0,"No",3.9094,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance improved overall",5,"Yes","None","None","More than 3 hours"
112,-0.0699999999999998,"Out-of-State","Non-Rural",-1.03127297914767,1,"No",3.61,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","2 – 3 hours"
131,1.6025,"Out-of-State","Non-Rural",0.676905515119564,-4,"No",4,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",3,"Yes","Family member(s)","Family member(s)","More than 3 hours"
131,-0.04,"In-State","Non-Rural",0.00848784344977485,0,"No",3.8333,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","Family member(s)","1 – 2 hours"
103,0.9367,"Out-of-State","Non-Rural",-0.140049416921289,-4,"No",3.7,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance improved overall",2,"Yes","Family member(s)","Family member(s)","1 – 2 hours"
132,-0.177,"Out-of-State","Non-Rural",2.3850840093868,-2,"No",3.84,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","No","My study environment became worse","My performance worsened overall",3,"Yes","None","None","1 – 2 hours"
131,-0.0417000000000001,"Out-of-State","Non-Rural",0.454099624562967,-2,"No",3.79,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",4,"Yes","None","Prefer not to say","Less than 30 minutes"
132,0.38,"In-State","Non-Rural",0.676905515119564,-1,"No",4.4516,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes",NA,NA,1,"No","None","None","30 minutes – 1 hour"
224,0.56,"In-State","Non-Rural",0.454099624562967,1,"No",3.5727,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance worsened overall",3,"Yes","Family member(s)","None","More than 3 hours"
103,0.4985,"In-State","Rural",-0.88273571877661,-2,"No",2.8281,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance improved overall",2,"Yes","Family member(s)","None","30 minutes – 1 hour"
104,-0.64,"Out-of-State","Non-Rural",0.231293734006371,1,"No",4.035,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"No","Close friend(s)","None","30 minutes – 1 hour"
103,-0.5469,"In-State","Non-Rural",-1.17981023951874,2,"No",3.15,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s)","None","30 minutes – 1 hour"
104,0.22,"Out-of-State","Non-Rural",-0.0657807867357572,1,"No",3.821,"New Student","Male","Yes","Yes",3,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","Less than 30 minutes"
132,-0.2533,"Out-of-State","Non-Rural",2.53362126975787,2,"No",4.2532,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","None","1 – 2 hours"
103,0.4671,"Out-of-State","Non-Rural",-1.25407886970427,-1,"No",3.672,"New Student","Female","Yes","No",5,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","30 minutes – 1 hour"
224,-0.37,"In-State","Non-Rural",0.973980035861692,1,"No",3.875,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s),Close friend(s)","None","Less than 30 minutes"
131,0.1863,"Out-of-State","Non-Rural",-0.585661198034482,0,"No",3.9167,"New Student","Female","Yes","Yes",4,"My financial situation didn't change","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",3,"No","None","Prefer not to say","30 minutes – 1 hour"
104,-0.5162,"In-State","Rural",-0.51139256784895,1,"No",3.6563,"New Student","Male","Yes","No",5,"My financial situation didn't change","Purchased tech tools","No","My study environment became worse","My performance worsened overall",4,"Yes","Family member(s)","Family member(s)","Less than 30 minutes"
132,-0.6733,"In-State","Non-Rural",1.19678592641829,1,"No",4,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","No","My study environment became worse","My performance worsened overall",4,"Yes","None","None","1 – 2 hours"
104,-0.7366,"Out-of-State","Non-Rural",0.602636884934031,-2,"No",3.82,"New Student","Female","Yes","Yes",4,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",2,"Yes","None","None","2 – 3 hours"
104,-0.1362,"Out-of-State","Non-Rural",-0.88273571877661,0,"No",4.257,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Purchased tech tools","Yes","My study environment didn’t change","My performance worsened overall",3,"Yes","None","None","30 minutes – 1 hour"
131,0.2867,"In-State","Rural",0.379830994377435,0,"No",4.0606,"New Student","Male","Yes","Yes",5,"My financial situation worsened",NA,"Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","1 – 2 hours"
104,-0.48,"In-State","Non-Rural",-0.214318047106821,-2,"No",3.5806,"New Student","Male","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance improved overall",4,"Yes","Family member(s)","None","More than 3 hours"
131,-0.9105,"In-State","Non-Rural",-0.467545166542966,-3,"No",3.1552,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Family member(s)","None","1 – 2 hours"
103,0.49,"In-State","Rural",-1.47688476026087,-2,"No",3.3333,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Had all needed tech","No","My study environment became worse","My performance worsened overall",3,"Yes","None","None","2 – 3 hours"
231,-0.2242,"Out-of-State","Non-Rural",0.157025103820839,3,"No",4.0308,"Continuing Student","Female","Yes","No",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",2,"No","Family member(s)","None","30 minutes – 1 hour"
110,0.7654,"In-State","Non-Rural",0.528368254748499,1,"No",3.5781,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Couldn't acquire some tech","No","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","None","1 – 2 hours"
104,-0.9105,"In-State","Non-Rural",-0.88273571877661,-2,"No",3.2692,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",4,"Yes","None","None","Less than 30 minutes"
231,-0.367,"In-State","Non-Rural",1.64239770753148,-1,"Yes",4.0517,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","None","1 – 2 hours"
224,0.6738,"Out-of-State","Non-Rural",0.528368254748499,-1,"No",3.58,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","2 – 3 hours"
104,-0.4058,"Out-of-State","Non-Rural",-0.362855307477886,-2,"No",3.656,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",1,"Yes","Family member(s)","None","1 – 2 hours"
104,-1.6657,"In-State","Rural",-0.808467088591078,1,"No",3.7333,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment didn’t change","My performance worsened overall",4,"Yes","None","None","30 minutes – 1 hour"
132,0.1436,"Out-of-State","Non-Rural",0.157025103820839,0,"No",4,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s),Close friend(s)","None","30 minutes – 1 hour"
131,-0.1452,"Out-of-State","Non-Rural",0.528368254748499,-1,"No",3.787,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","2 – 3 hours"
131,0.0642999999999998,"Out-of-State","Non-Rural",0.510439218519385,-1,"No",3.099,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Prefer not to say","Prefer not to say","30 minutes – 1 hour"
131,-1.583,"In-State","Non-Rural",1.24392750731615,2,"No",4.2647,"Continuing Student","Male","Yes","Yes",2,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",4,"No","Prefer not to say","None","2 – 3 hours"
104,-0.7375,"Out-of-State","Non-Rural",-0.51139256784895,-1,"No",3.86,"New Student","Male","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",4,"No","Prefer not to say","None","Less than 30 minutes"
132,0.59,"Out-of-State","Non-Rural",0.0214470259882092,2,"No",3.6111,"New Student","Male","Yes","Yes",5,"My financial situation improved","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","None","None","2 – 3 hours"
104,-0.1737,"Out-of-State","Non-Rural",-0.51139256784895,-2,"No",3.53,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","1 – 2 hours"
131,0.33,"Out-of-State","Non-Rural",-0.288586677292353,-1,"Yes",4.1154,"New Student","Male","Yes","Yes",4,"My financial situation worsened","Purchased tech tools","No","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s),Close friend(s)","None","30 minutes – 1 hour"
131,-0.74,"In-State","Non-Rural",0.379830994377435,1,"No",3.9844,"New Student","Male","Yes","Yes",4,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Prefer not to say","Prefer not to say","30 minutes – 1 hour"
103,-0.2053,"In-State","Non-Rural",-0.467545166542966,3,"No",2.6452,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",4,"Yes","None","None","1 – 2 hours"
131,-1.6675,"In-State","Non-Rural",-0.585661198034482,0,"No",4,"New Student","Female","Yes","No",3,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Close friend(s)","None","30 minutes – 1 hour"
131,0.1038,"Out-of-State","Non-Rural",0.265943122253797,1,"No",3.31,"New Student","Male","Yes","Yes",4,"My financial situation worsened","Couldn't acquire some tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","30 minutes – 1 hour"
131,-0.5937,"Out-of-State","Non-Rural",1.48842360358174,1,"No",3.976,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance improved overall",4,"Yes","None","None","1 – 2 hours"
224,-0.3966,"In-State","Non-Rural",-0.288586677292353,1,"No",3.85,"New Student","Female","Yes","Yes",3,"My financial situation worsened","Purchased tech tools","No","My study environment became worse","My performance worsened overall",4,"No","Close friend(s)","Prefer not to say","Less than 30 minutes"
131,-0.155,"In-State","Non-Rural",0.265943122253797,-1,"No",3.6061,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance didn’t change",4,"No","None","None","1 – 2 hours"
131,0.5072,"In-State","Non-Rural",1.41959181697488,2,"No",3.3167,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s)","None","1 – 2 hours"
131,0.3443,"In-State","Non-Rural",0.89971140567616,-1,"No",3.6406,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","None","30 minutes – 1 hour"
104,0.0863,"In-State","Rural",-0.585661198034482,1,"No",3.0938,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Couldn't acquire some tech","Yes","My study environment became worse","My performance didn’t change",4,"Yes","Close friend(s)","None","1 – 2 hours"
131,0.2831,"In-State","Non-Rural",-1.25407886970427,1,"No",3.75,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Couldn't acquire some tech","No","My study environment became worse","My performance worsened overall",3,"No","None","None","1 – 2 hours"
104,-0.2257,"In-State","Rural",-0.288586677292353,0,"No",3.9062,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance improved overall",4,"No","None","None","30 minutes – 1 hour"
132,0.0300000000000002,"Out-of-State","Non-Rural",1.93947222827361,1,"No",4.3333,"New Student","Female","Yes","Yes",4,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",4,"Yes","None","None","More than 3 hours"
103,-1.2147,"Out-of-State","Non-Rural",-0.712041262808554,-2,"No",3.13,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Close friend(s)","Prefer not to say","1 – 2 hours"
131,-0.4044,"Out-of-State","Non-Rural",-0.51139256784895,-2,"No",4,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",3,"Yes","None","None","1 – 2 hours"
131,-0.55,"In-State","Non-Rural",0.528368254748499,1,"No",3.6719,"New Student","Male","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance worsened overall",3,"No","None","None","Less than 30 minutes"
131,1.0167,"Out-of-State","Non-Rural",2.1622781188302,1,"No",4.4762,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance worsened overall",3,"Yes","None","None","1 – 2 hours"
131,-0.3135,"In-State","Rural",-0.140049416921289,-1,"No",4.1897,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","30 minutes – 1 hour"
104,-0.0270999999999999,"Out-of-State","Non-Rural",-0.288586677292353,2,"No",3.79,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became better","My performance worsened overall",3,"Yes","None","None","1 – 2 hours"
132,0.0800000000000001,"Out-of-State","Non-Rural",1.56812907734595,2,"No",4.851,"New Student","Male","Yes","Yes",5,"My financial situation improved","Had all needed tech","Yes","My study environment became better","My performance improved overall",4,"Yes","None","None","30 minutes – 1 hour"
132,-0.3707,"In-State","Rural",1.24392750731615,2,"No",4.3125,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Close friend(s)","None","Less than 30 minutes"
112,-0.37,"In-State","Non-Rural",-0.734198458405546,2,"No",3.7,"New Student","Female","Yes","No",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",2,"Yes","Close friend(s)","None","Less than 30 minutes"
103,0.3877,"Out-of-State","Non-Rural",-0.659929828220014,-4,"No",3.81,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Family member(s)","None","30 minutes – 1 hour"
112,-0.5428,"In-State","Non-Rural",-0.51139256784895,2,"No",3.5435,"New Student","Male","Yes","No",4,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance didn’t change",2,"Yes","None","None","Less than 30 minutes"
132,0.6958,"In-State","Non-Rural",1.12251729623276,2,"No",4.125,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","No","My study environment didn’t change","My performance worsened overall",1,"Yes","Close friend(s)","None","Less than 30 minutes"
132,-1.62,"Out-of-State","Non-Rural",1.27105455660382,2,"No",4.4774,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s)","None","2 – 3 hours"
131,-0.4066,"In-State","Rural",0.157025103820839,0,"No",4.378,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment didn’t change","My performance worsened overall",4,"Yes","Family member(s)","Family member(s)","1 – 2 hours"
103,0.8972,"In-State","Non-Rural",-1.10554160933321,2,"No",3.2667,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"No","None","None","30 minutes – 1 hour"
132,-0.9688,"Out-of-State","Non-Rural",0.0827564736353069,-3,"No",4.2092,"New Student","Male","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",2,"Yes","None","None","More than 3 hours"
112,0.0486,"In-State","Rural",NA,3,"No",4.1071,"New Student","Female","Yes","Yes",3,"My financial situation didn't change","Couldn't acquire some tech","Yes","My study environment became worse","My performance didn’t change",3,"Yes","None","Prefer not to say","Less than 30 minutes"
131,-0.1462,"Out-of-State","Non-Rural",0.379830994377435,2,"No",4.597,"New Student","Female","Yes","No",5,"My financial situation didn't change","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Close friend(s)","None","More than 3 hours"
131,-0.5333,"Out-of-State","Non-Rural",-0.437123937663418,0,"No",3.667,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment didn’t change","My performance didn’t change",4,"No","None","None","Less than 30 minutes"
103,-0.47,"In-State","Non-Rural",-0.88273571877661,-2,"No",3.8214,"New Student","Female","Yes","Yes",5,"My financial situation didn't change","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",5,"Yes","Family member(s)","Family member(s)","30 minutes – 1 hour"
131,2.4156,"In-State","Rural",0.754935314784972,1,"No",2.9792,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",2,"Yes","Family member(s)","None","1 – 2 hours"
132,0.0499999999999998,"Out-of-State","Non-Rural",0.379830994377435,-3,"No",2.56,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",3,"Yes","Family member(s)","None","More than 3 hours"
110,-0.0699999999999998,"In-State","Non-Rural",-1.25407886970427,2,"No",3.75,"New Student","Female","Yes","Yes",5,"My financial situation worsened","Had all needed tech","Yes","My study environment became better","My performance worsened overall",2,"Yes","None","None","Less than 30 minutes"
231,-0.4,"In-State","Non-Rural",1.27105455660382,4,"No",3.6111,"New Student","Male","Yes","Yes",4,"My financial situation worsened","Had all needed tech","Yes","My study environment became worse","My performance worsened overall",4,"Yes","Family member(s)","None","30 minutes – 1 hour"
104,-0.0475000000000003,"Out-of-State","Non-Rural",-0.223049070277378,2,"No",4.1622,"New Student","Female","Yes","Yes",4,"My financial situation worsened","Purchased tech tools","No","My study environment became worse","My performance worsened overall",3,"Yes","Prefer not to say","None","1 – 2 hours"
131,-1.197,"In-State","Non-Rural",-0.659929828220014,-2,"No",3.2813,"New Student","Male","Yes","Yes",5,"My financial situation worsened","Purchased tech tools","Yes","My study environment became worse","My performance worsened overall",3,"No","Prefer not to say","None","30 minutes – 1 hour"
